temperature;1100 K
pressure;1 atm
length; mm 
temperature; K 
profile;
0;434
2;438
12;462
22;507
32;590
42;687
52;778
62;861
72;928
82;984
92;1029
97;1044
102;1053
107;1065
112;1075
117;1079
122;1087
127;1093
132;1097
137;1098
142;1099
147;1100
152;1098
157;1097
162;1090
167;1083
172;1070
177;1056
182;1036
187;1012
192;982
197;944
202;897
206;850
210;816
