temperature;1200 K
pressure;1 atm
length;mm
temperature;K
profile;
0;446
2;450
12;481
22;534
32;629
42;748
52;861
62;961
72;1036
82;1091
92;1134
97;1150
102;1162
107;1172
112;1180
117;1185
122;1191
127;1196
132;1198
137;1199
142;1200
147;1199
152;1197
157;1194
162;1186
167;1179
172;1165
177;1144
182;1121
187;1092
192;1054
197;1012
202;951
206;896
210;857
