temperature;1300 K
pressure;1 atm
length;mm
temperature;K
profile;
0;469
2;473
12;506
22;570
32;673
42;821
52;953
62;1069
72;1148
82;1204
92;1242
97;1257
102;1269
107;1278
112;1284
117;1289
122;1294
127;1298
132;1299
137;1300
142;1300
147;1299
152;1296
157;1292
162;1284
167;1275
172;1260
177;1236
182;1207
187;1169
192;1123
197;1073
202;1000
206;937
210;893
