temperature,1250 K
pressure,1 atm
length,mm
temperature,K
profile,
0,454
2,458
12,491
22,549
32,649
42,780
52,903
62,1012
72,1090
82,1146
92,1187
97,1202
102,1216
107,1225
112,1232
117,1238
122,1243
127,1248
132,1249
137,1250
142,1250
147,1249
152,1247
157,1243
162,1235
167,1226
172,1212
177,1188
182,1163
187,1132
192,1090
197,1045
202,977
206,919
210,876
