temperature;1150 K
pressure;1 atm
length;mm
temperature;K
profile;
0;440
2;444
12;472
22;521
32;609
42;718
52;820
62;911
72;982
82;1037
92;1082
97;1097
102;1107
107;1118
112;1127
117;1132
122;1139
127;1144
132;1147
137;1149
142;1149
147;1150
152;1147
157;1145
162;1138
167;1131
172;1118
177;1100
182;1079
187;1052
192;1018
197;978
202;924
206;873
210;836
