dummy(1)            x[cm](2)            T[K](3)             v[cm/s](4)          m[kg/m2/s](5)       rho[kg/m3](6)       fv(L)[-](7)         x(L)[-](8)          w(L)[-](9)          rho(L)[kg/m3](10)   N(L)[#/cm3](11)     H/C(L)[-](12)       O/C(L)[-](13)       O/H(L)[-](14)       fv(S)[-](15)        x(S)[-](16)         w(S)[-](17)         rho(S)[kg/m3](18)   N(S)[#/cm3](19)     H/C(S)[-](20)       O/C(S)[-](21)       O/H(S)[-](22)       
0                   4.571428571e-01     1.809602999e+03     2.160868270e+01     4.322016653e-02     2.000129630e-01     3.908627184e-10     1.358836114e-08     2.936706320e-06     5.873793325e-07     5.510832420e+10     1.584943756e-01     0.000000000e+00     0.000000000e+00     2.351229940e-10     1.736013168e-07     1.763308166e-06     3.526844909e-07     7.040494102e+11     3.530918566e-01     0.000000000e+00     0.000000000e+00     
0                   4.714285714e-01     1.793413920e+03     2.064497206e+01     4.167338945e-02     2.018573304e-01     4.046172845e-10     1.370237535e-08     3.012276175e-06     6.080500270e-07     5.607234962e+10     1.577608388e-01     0.000000000e+00     0.000000000e+00     2.421401119e-10     1.775046965e-07     1.799340986e-06     3.632101678e-07     7.263781022e+11     3.546247998e-01     0.000000000e+00     0.000000000e+00     
0                   4.857142857e-01     1.775588490e+03     1.965237917e+01     4.007863521e-02     2.039378279e-01     4.181899943e-10     1.376374919e-08     3.081590474e-06     6.284528676e-07     5.688894243e+10     1.570260450e-01     0.000000000e+00     0.000000000e+00     2.495834304e-10     1.814920109e-07     1.835731750e-06     3.743751456e-07     7.501508795e+11     3.562771303e-01     0.000000000e+00     0.000000000e+00     
0                   5.000000000e-01     1.755990085e+03     1.863245101e+01     3.843596603e-02     2.062850776e-01     4.316104870e-10     1.377169126e-08     3.144354887e-06     6.486334918e-07     5.755706634e+10     1.562907971e-01     0.000000000e+00     0.000000000e+00     2.573251460e-10     1.854254728e-07     1.871137377e-06     3.859877189e-07     7.749626417e+11     3.580082401e-01     0.000000000e+00     0.000000000e+00     
0                   5.142857143e-01     1.734477113e+03     1.758715188e+01     3.674556719e-02     2.089341551e-01     4.449148732e-10     1.372576412e-08     3.200278589e-06     6.686475030e-07     5.807662747e+10     1.555581142e-01     0.000000000e+00     0.000000000e+00     2.652098197e-10     1.891452121e-07     1.904019615e-06     3.978147295e-07     8.003136238e+11     3.597742872e-01     0.000000000e+00     0.000000000e+00     
0                   5.285714286e-01     1.710903282e+03     1.651891471e+01     3.500779022e-02     2.119254857e-01     4.581421635e-10     1.362562110e-08     3.249043868e-06     6.885551997e-07     5.844727662e+10     1.548360434e-01     0.000000000e+00     0.000000000e+00     2.730576121e-10     1.924741171e-07     1.932690713e-06     4.095864181e-07     8.256201959e+11     3.615310222e-01     0.000000000e+00     0.000000000e+00     
0                   5.428571429e-01     1.685117529e+03     1.543069175e+01     3.322320765e-02     2.153060161e-01     4.713148501e-10     1.347022541e-08     3.290166763e-06     7.083926980e-07     5.866486806e+10     1.541417032e-01     0.000000000e+00     0.000000000e+00     2.806643241e-10     1.952213061e-07     1.955340096e-06     4.209964861e-07     8.502183016e+11     3.632365060e-01     0.000000000e+00     0.000000000e+00     
0                   5.714285714e-01     1.626326263e+03     1.320948939e+01     2.951753800e-02     2.234570703e-01     4.976201775e-10     1.297179980e-08     3.347672579e-06     7.480611069e-07     5.853639777e+10     1.529287841e-01     0.000000000e+00     0.000000000e+00     2.944657482e-10     1.983508533e-07     1.976659864e-06     4.416986223e-07     8.950758281e+11     3.664102834e-01     0.000000000e+00     0.000000000e+00     
0                   6.000000000e-01     1.557071941e+03     1.096011068e+01     2.563721026e-02     2.339137898e-01     5.252905163e-10     1.227441301e-08     3.376719658e-06     7.898612925e-07     5.785294680e+10     1.522349251e-01     0.000000000e+00     0.000000000e+00     3.056561462e-10     1.976586732e-07     1.960056393e-06     4.584842193e-07     9.316239150e+11     3.690901231e-01     0.000000000e+00     0.000000000e+00     
0                   6.285714286e-01     1.475936324e+03     8.726881476e+00     2.159844851e-02     2.474933178e-01     5.554040195e-10     1.137855721e-08     3.375661322e-06     8.354536206e-07     5.657870560e+10     1.525583272e-01     0.000000000e+00     0.000000000e+00     3.132192500e-10     1.923833374e-07     1.898349738e-06     4.698288751e-07     9.566063612e+11     3.712029534e-01     0.000000000e+00     0.000000000e+00     
0                   6.571428571e-01     1.381239570e+03     6.566710191e+00     1.743215070e-02     2.654624644e-01     5.894349065e-10     1.028017428e-08     3.341844288e-06     8.871342203e-07     5.462166027e+10     1.546348527e-01     0.000000000e+00     0.000000000e+00     3.164947061e-10     1.821928605e-07     1.788358517e-06     4.747420592e-07     9.680455083e+11     3.727517823e-01     0.000000000e+00     0.000000000e+00     
0                   6.714285714e-01     1.328231418e+03     5.535294042e+00     1.531532512e-02     2.766849422e-01     6.083344206e-10     9.666708120e-09     3.310317135e-06     9.159149049e-07     5.341193208e+10     1.563969301e-01     0.000000000e+00     0.000000000e+00     3.167529452e-10     1.754620528e-07     1.717221812e-06     4.751294178e-07     9.694890057e+11     3.733580464e-01     0.000000000e+00     0.000000000e+00     
0                   6.857142857e-01     1.270919863e+03     4.550113115e+00     1.319112680e-02     2.899076675e-01     6.288810643e-10     8.999908856e-09     3.267695352e-06     9.473299378e-07     5.197007881e+10     1.588886702e-01     0.000000000e+00     0.000000000e+00     3.160114970e-10     1.676234849e-07     1.635062810e-06     4.740172456e-07     9.679437714e+11     3.738627060e-01     0.000000000e+00     0.000000000e+00     
0                   7.000000000e-01     1.208905824e+03     3.622966007e+00     1.107428733e-02     3.056690930e-01     6.521860869e-10     8.281539546e-09     3.216607570e-06     9.832175185e-07     5.027499564e+10     1.621939226e-01     0.000000000e+00     0.000000000e+00     3.146024954e-10     1.588868551e-07     1.543838595e-06     4.719037431e-07     9.645592950e+11     3.743055356e-01     0.000000000e+00     0.000000000e+00     
0                   7.142857143e-01     1.141693991e+03     2.766841249e+00     8.984871023e-03     3.247338829e-01     6.817675104e-10     7.515542934e-09     3.169820215e-06     1.029348027e-06     4.831078296e+10     1.664349580e-01     0.000000000e+00     0.000000000e+00     3.131637258e-10     1.495721864e-07     1.446555514e-06     4.697455888e-07     9.614673878e+11     3.747410658e-01     0.000000000e+00     0.000000000e+00     
0                   7.285714286e-01     1.068648902e+03     1.996009571e+00     6.950736083e-03     3.482316009e-01     7.294669680e-10     6.708656156e-09     3.173336896e-06     1.105056187e-06     4.607166637e+10     1.718481375e-01     0.000000000e+00     0.000000000e+00     3.128759020e-10     1.401557243e-07     1.347706101e-06     4.693138530e-07     9.625188143e+11     3.752363249e-01     0.000000000e+00     0.000000000e+00     
0                   7.357142857e-01     1.029709256e+03     1.647027804e+00     5.964644465e-03     3.621459487e-01     7.703191396e-10     6.296266879e-09     3.232492261e-06     1.170633976e-06     4.487473974e+10     1.750003739e-01     0.000000000e+00     0.000000000e+00     3.138684088e-10     1.356551819e-07     1.300035565e-06     4.708026132e-07     9.668413204e+11     3.755288260e-01     0.000000000e+00     0.000000000e+00     
0                   7.428571429e-01     9.889641628e+02     1.325274317e+00     5.008193249e-03     3.778986118e-01     8.377577336e-10     5.879682489e-09     3.385990889e-06     1.279561257e-06     4.363216382e+10     1.785006539e-01     0.000000000e+00     0.000000000e+00     3.161724039e-10     1.314476213e-07     1.254989013e-06     4.742586058e-07     9.754513376e+11     3.758590698e-01     0.000000000e+00     0.000000000e+00     
0                   7.500000000e-01     9.462505740e+02     1.032881149e+00     4.089095121e-03     3.958921244e-01     9.580398542e-10     5.463105670e-09     3.724785058e-06     1.474613069e-06     4.237082071e+10     1.822040534e-01     0.000000000e+00     0.000000000e+00     3.204821710e-10     1.277128624e-07     1.214278403e-06     4.807232564e-07     9.905169554e+11     3.762285311e-01     0.000000000e+00     0.000000000e+00     
0                   7.571428571e-01     9.013666268e+02     7.720640832e-01     3.216920895e-03     4.166650107e-01     1.187498591e-09     5.053898457e-09     4.434131659e-06     1.847547515e-06     4.114892263e+10     1.857296322e-01     0.000000000e+00     0.000000000e+00     3.278627514e-10     1.247028100e-07     1.180310596e-06     4.917941271e-07     1.015332288e+12     3.766297830e-01     0.000000000e+00     0.000000000e+00     
0                   7.642857143e-01     8.540565765e+02     5.451209010e-01     2.403752543e-03     4.409576918e-01     1.654329435e-09     4.667082616e-09     5.912487059e-06     2.607156646e-06     4.010442360e+10     1.884923229e-01     0.000000000e+00     0.000000000e+00     3.400290157e-10     1.227908965e-07     1.156672245e-06     5.100435235e-07     1.055146980e+12     3.770386973e-01     0.000000000e+00     0.000000000e+00     
0                   7.714285714e-01     8.039881991e+02     3.544251003e-01     1.665167419e-03     4.698220915e-01     2.674071719e-09     4.338238452e-09     9.082844308e-06     4.267320909e-06     3.960018150e+10     1.900428920e-01     0.000000000e+00     0.000000000e+00     3.599169469e-10     1.225707200e-07     1.149106077e-06     5.398754204e-07     1.118846465e+12     3.774002098e-01     0.000000000e+00     0.000000000e+00     
0                   7.785714286e-01     7.507175390e+02     2.024090483e-01     1.021788926e-03     5.048138583e-01     5.109864503e-09     4.164859403e-09     1.631019579e-05     8.233612867e-06     4.071526015e+10     1.904491783e-01     0.000000000e+00     0.000000000e+00     3.929747760e-10     1.250734249e-07     1.167682215e-06     5.894621640e-07     1.222705628e+12     3.776018805e-01     0.000000000e+00     0.000000000e+00     
0                   7.821428571e-01     7.227027291e+02     1.414635702e-01     7.431233340e-04     5.253107445e-01     7.454603665e-09     4.207731842e-09     2.294195776e-05     1.205165691e-05     4.272890772e+10     1.903739527e-01     0.000000000e+00     0.000000000e+00     4.176254664e-10     1.279297927e-07     1.192509778e-06     6.264381995e-07     1.299108525e+12     3.775815461e-01     0.000000000e+00     0.000000000e+00     
0                   7.857142857e-01     6.936387431e+02     9.107689240e-02     4.994164881e-04     5.483459909e-01     1.136332634e-08     4.432548211e-09     3.358500714e-05     1.841620402e-05     4.689791732e+10     1.902024351e-01     0.000000000e+00     0.000000000e+00     4.506814995e-10     1.323735442e-07     1.232838865e-06     6.760222493e-07     1.400558603e+12     3.774264943e-01     0.000000000e+00     0.000000000e+00     
0                   7.875000000e-01     6.786772389e+02     6.989754463e-02     3.921129259e-04     5.609824036e-01     1.423995821e-08     4.655147128e-09     4.117768527e-05     2.309995685e-05     5.033888116e+10     1.900996138e-01     0.000000000e+00     0.000000000e+00     4.715567618e-10     1.353987016e-07     1.260886506e-06     7.073351427e-07     1.464146881e+12     3.772805759e-01     0.000000000e+00     0.000000000e+00     
0                   7.892857143e-01     6.634062943e+02     5.146002225e-02     2.956249834e-04     5.744750400e-01     1.805942397e-08     4.991459880e-09     5.103537171e-05     2.931854721e-05     5.521809611e+10     1.899923859e-01     0.000000000e+00     0.000000000e+00     4.962181511e-10     1.391062193e-07     1.295665042e-06     7.443272267e-07     1.538864535e+12     3.770768836e-01     0.000000000e+00     0.000000000e+00     
0                   7.910714286e-01     6.478064073e+02     3.579588935e-02     2.108103349e-04     5.889233059e-01     2.319404293e-08     5.488889374e-09     6.397754394e-05     3.767786668e-05     6.218314309e+10     1.898859590e-01     0.000000000e+00     0.000000000e+00     5.256241015e-10     1.436552349e-07     1.338775600e-06     7.884361522e-07     1.627457473e+12     3.768041498e-01     0.000000000e+00     0.000000000e+00     
0                   7.928571429e-01     6.318557207e+02     2.293466967e-02     1.386271624e-04     6.044436846e-01     3.019275813e-08     6.219203132e-09     8.118387909e-05     4.907108301e-05     7.223542818e+10     1.897852080e-01     0.000000000e+00     0.000000000e+00     5.610777323e-10     1.492601472e-07     1.392382152e-06     8.416165984e-07     1.733641821e+12     3.764489069e-01     0.000000000e+00     0.000000000e+00     
0                   7.937500000e-01     6.237413115e+02     1.755769246e-02     1.075668286e-04     6.126478688e-01     3.461663417e-08     6.703188102e-09     9.185072435e-05     5.627215052e-05     7.886972541e+10     1.897389742e-01     0.000000000e+00     0.000000000e+00     5.816413075e-10     1.525539785e-07     1.424083892e-06     8.724619612e-07     1.794950434e+12     3.762351260e-01     0.000000000e+00     0.000000000e+00     
0                   7.946428571e-01     6.155297259e+02     1.289104846e-02     8.007578652e-05     6.211735746e-01     3.983874310e-08     7.291120332e-09     1.042736731e-04     6.477205024e-05     8.693179875e+10     1.896960350e-01     0.000000000e+00     0.000000000e+00     6.044564394e-10     1.562324205e-07     1.459631730e-06     9.066846591e-07     1.862754243e+12     3.759943519e-01     0.000000000e+00     0.000000000e+00     
0                   7.955357143e-01     6.072173716e+02     8.937525539e-03     5.631017826e-05     6.300421522e-01     4.603018497e-08     8.007547651e-09     1.188000093e-04     7.484901355e-05     9.678070367e+10     1.896571171e-01     0.000000000e+00     0.000000000e+00     6.298768028e-10     1.603525846e-07     1.499606337e-06     9.448152042e-07     1.938051030e+12     3.757239899e-01     0.000000000e+00     0.000000000e+00     
0                   7.964285714e-01     5.988004135e+02     5.699635582e-03     3.643646034e-05     6.392770171e-01     5.340512888e-08     8.884134255e-09     1.358585417e-04     8.685124327e-05     1.088845981e+11     1.896230388e-01     0.000000000e+00     0.000000000e+00     6.583328070e-10     1.649836614e-07     1.544712518e-06     9.874992105e-07     2.022051800e+12     3.754211519e-01     0.000000000e+00     0.000000000e+00     
0                   7.973214286e-01     5.902747508e+02     3.179575681e-03     2.063239121e-05     6.489039193e-01     6.223338395e-08     9.962184733e-09     1.559819665e-04     1.012173094e-04     1.238607814e+11     1.895947479e-01     0.000000000e+00     0.000000000e+00     6.903532821e-10     1.702102703e-07     1.595813945e-06     1.035529923e-06     2.116240328e+12     3.750826074e-01     0.000000000e+00     0.000000000e+00     
0                   7.977678571e-01     5.859698004e+02     2.188365579e-03     1.430913451e-05     6.538731299e-01     6.728968956e-08     1.059294244e-08     1.673790773e-04     1.094446811e-04     1.326706356e+11     1.895832708e-01     0.000000000e+00     0.000000000e+00     7.079122528e-10     1.730816357e-07     1.623966991e-06     1.061868379e-06     2.167749966e+12     3.748986731e-01     0.000000000e+00     0.000000000e+00     
0                   7.982142857e-01     5.816360022e+02     1.377251225e-03     9.075413809e-06     6.589512243e-01     7.284310346e-08     1.129573441e-08     1.798014647e-04     1.184803953e-04     1.425268290e+11     1.895736795e-01     0.000000000e+00     0.000000000e+00     7.266219354e-10     1.761432287e-07     1.654041851e-06     1.089932903e-06     2.222532413e+12     3.747044081e-01     0.000000000e+00     0.000000000e+00     
0                   7.986607143e-01     5.772727565e+02     7.463963536e-04     4.957133367e-06     6.641422273e-01     7.895115732e-08     1.208029390e-08     1.933590513e-04     1.284179110e-04     1.535783048e+11     1.895661534e-01     0.000000000e+00     0.000000000e+00     7.465911596e-10     1.794122799e-07     1.686215231e-06     1.119886739e-06     2.280891014e+12     3.744992816e-01     0.000000000e+00     0.000000000e+00     
0                   7.991071429e-01     5.728794417e+02     2.959352930e-04     1.981139941e-06     6.694503792e-01     8.567910043e-08     1.295796649e-08     2.081755581e-04     1.393632063e-04     1.659996019e+11     1.895608919e-01     0.000000000e+00     0.000000000e+00     7.679426282e-10     1.829081645e-07     1.720686071e-06     1.151913942e-06     2.343167233e+12     3.742827263e-01     0.000000000e+00     0.000000000e+00     
0                   7.995535714e-01     5.684554127e+02     2.597084541e-05     1.752720810e-07     6.748801518e-01     9.310108236e-08     1.394203294e-08     2.243904970e-04     1.514366927e-04     1.799961142e+11     1.895581178e-01     0.000000000e+00     0.000000000e+00     7.908151540e-10     1.866527416e-07     1.757679090e-06     1.186222731e-06     2.409746725e+12     3.740541351e-01     0.000000000e+00     0.000000000e+00     
0                   8.000000000e-01     5.640000000e+02     -6.342903437e-05    -4.315870612e-07    6.804250853e-01     9.444130637e-08     1.403164751e-08     2.257657533e-04     1.536166819e-04     1.825841161e+11     1.895581147e-01     0.000000000e+00     0.000000000e+00     7.985824542e-10     1.869866913e-07     1.760478423e-06     1.197873681e-06     2.433128379e+12     3.740339139e-01     0.000000000e+00     0.000000000e+00     
